article,actual_time,expected_median,expected_mean,expected_trimmed_mean,expected_geometric_mean,expected_interquartile_mean
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,29.24,18.26,47.55521186440677,21.226697674418602,21.333577715437894,21.332016129032255
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,12.53,18.26,47.55521186440677,21.226697674418602,21.333577715437894,21.332016129032255
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,9.83,18.26,47.55521186440677,21.226697674418602,21.333577715437894,21.332016129032255
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,38.6,18.26,47.55521186440677,21.226697674418602,21.333577715437894,21.332016129032255
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,6.32,18.26,47.55521186440677,21.226697674418602,21.333577715437894,21.332016129032255
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,18.38,18.26,47.55521186440677,21.226697674418602,21.333577715437894,21.332016129032255
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,13.24,18.26,47.55521186440677,21.226697674418602,21.333577715437894,21.332016129032255
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,64.49,18.26,47.55521186440677,21.226697674418602,21.333577715437894,21.332016129032255
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,15.04,18.26,47.55521186440677,21.226697674418602,21.333577715437894,21.332016129032255
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,134.76,18.26,47.55521186440677,21.226697674418602,21.333577715437894,21.332016129032255
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,13.51,18.26,47.55521186440677,21.226697674418602,21.333577715437894,21.332016129032255
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,40.15,18.26,47.55521186440677,21.226697674418602,21.333577715437894,21.332016129032255
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,37.63,18.26,47.55521186440677,21.226697674418602,21.333577715437894,21.332016129032255
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,47.42,18.26,47.55521186440677,21.226697674418602,21.333577715437894,21.332016129032255
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,22.44,18.26,47.55521186440677,21.226697674418602,21.333577715437894,21.332016129032255
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,26.83,18.26,47.55521186440677,21.226697674418602,21.333577715437894,21.332016129032255
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,28.98,18.26,47.55521186440677,21.226697674418602,21.333577715437894,21.332016129032255
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,27.35,18.26,47.55521186440677,21.226697674418602,21.333577715437894,21.332016129032255
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,14.24,18.26,47.55521186440677,21.226697674418602,21.333577715437894,21.332016129032255
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,16.35,18.26,47.55521186440677,21.226697674418602,21.333577715437894,21.332016129032255
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,17.53,18.26,47.55521186440677,21.226697674418602,21.333577715437894,21.332016129032255
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,42.32,18.26,47.55521186440677,21.226697674418602,21.333577715437894,21.332016129032255
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,11.35,18.26,47.55521186440677,21.226697674418602,21.333577715437894,21.332016129032255
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,11.26,18.26,47.55521186440677,21.226697674418602,21.333577715437894,21.332016129032255
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,27.83,18.26,47.55521186440677,21.226697674418602,21.333577715437894,21.332016129032255
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,29.59,28.14,6.850869565217389,29.007142857142856,27.014772381830998,20.868333333333336
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,49.65,29.18,258.54777777777775,34.54333333333333,100.74567114051501,21.55
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,23.53,28.14,6.850869565217389,29.007142857142856,27.014772381830998,20.868333333333336
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,10.36,18.26,47.55521186440677,21.226697674418602,21.333577715437894,21.332016129032255
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,16.85,18.26,47.55521186440677,21.226697674418602,21.333577715437894,21.332016129032255
7c499765e7bed88cd0380df8cba3d896fc294e976601726d1c2fdeeb4b38efcd,1.89,18.26,47.55521186440677,21.226697674418602,21.333577715437894,21.332016129032255
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,9.79,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,42.41,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,9.5,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,38.0,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,29.5,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,12.53,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,10.94,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,9.79,23.5,38.56366666666666,24.4837037037037,25.167183993451562,28.01
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,14.36,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,10.06,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,47.92,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,10.91,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,32.53,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,34.79,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,24.06,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,22.12,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,12.35,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,63.79,29.925000000000004,68.88,29.925000000000004,48.594889791907164,29.925000000000004
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,15.79,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,11.35,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,22.0,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,24.5,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,13.38,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,21.56,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,24.36,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,23.32,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,17.59,23.5,38.56366666666666,24.4837037037037,25.167183993451562,28.01
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,10.41,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,7.65,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,21.26,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,14.87,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,19.53,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,20.41,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,20.91,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,12.6,23.5,38.56366666666666,24.4837037037037,25.167183993451562,28.01
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,36.22,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,218.04,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,93.65,23.5,38.56366666666666,24.4837037037037,25.167183993451562,28.01
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,9.94,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,30.36,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,55.8,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,15.79,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,22.59,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,11.18,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,40.53,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,21.91,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,35.87,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,36.5,23.5,38.56366666666666,24.4837037037037,25.167183993451562,28.01
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,7.78,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,62.36,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,7.32,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,94.32,29.925000000000004,68.88,29.925000000000004,48.594889791907164,29.925000000000004
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,97.32,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,11.32,29.925000000000004,68.88,29.925000000000004,48.594889791907164,29.925000000000004
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,19.0,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,11.79,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,231.78,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,28.95,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,26.53,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,133.76,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,43.53,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,41.12,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,93.65,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,19.35,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,13.35,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,12.65,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,16.53,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,38.26,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,38.79,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
922568537f0ef728874c112fdb4fa218375c1c23295b6a74c3c6a4e883f6059c,4.53,20.1,55.95355648535566,25.316527777777782,25.46910673517722,23.025042016806722
5609ae9eca3aad41e2cb0d7d915343b76360aa36b59d40d97fdf2b9c63cf44b9,24.53,54.32,182.4759523809524,111.24641025641024,70.85289863379182,100.25347826086958
5609ae9eca3aad41e2cb0d7d915343b76360aa36b59d40d97fdf2b9c63cf44b9,213.6,59.63,171.640625,98.965,90.33499637324176,103.21
5609ae9eca3aad41e2cb0d7d915343b76360aa36b59d40d97fdf2b9c63cf44b9,178.85,54.32,182.4759523809524,111.24641025641024,70.85289863379182,100.25347826086958
5609ae9eca3aad41e2cb0d7d915343b76360aa36b59d40d97fdf2b9c63cf44b9,252.5,71.715,191.27374999999998,120.25214285714286,69.917657245584,121.595
5609ae9eca3aad41e2cb0d7d915343b76360aa36b59d40d97fdf2b9c63cf44b9,670.78,54.32,182.4759523809524,111.24641025641024,70.85289863379182,100.25347826086958
5609ae9eca3aad41e2cb0d7d915343b76360aa36b59d40d97fdf2b9c63cf44b9,63.26,62.71,264.37576271186435,133.03603773584905,89.16151632555906,127.54068965517241
5609ae9eca3aad41e2cb0d7d915343b76360aa36b59d40d97fdf2b9c63cf44b9,267.13,62.71,264.37576271186435,133.03603773584905,89.16151632555906,127.54068965517241
5609ae9eca3aad41e2cb0d7d915343b76360aa36b59d40d97fdf2b9c63cf44b9,22.26,59.63,171.640625,98.965,90.33499637324176,103.21
5609ae9eca3aad41e2cb0d7d915343b76360aa36b59d40d97fdf2b9c63cf44b9,20.53,62.71,264.37576271186435,133.03603773584905,89.16151632555906,127.54068965517241
5609ae9eca3aad41e2cb0d7d915343b76360aa36b59d40d97fdf2b9c63cf44b9,31.26,62.71,264.37576271186435,133.03603773584905,89.16151632555906,127.54068965517241
5609ae9eca3aad41e2cb0d7d915343b76360aa36b59d40d97fdf2b9c63cf44b9,244.04,60.379999999999995,170.0074285714286,139.94000000000003,82.34133778244859,127.14176470588237
5609ae9eca3aad41e2cb0d7d915343b76360aa36b59d40d97fdf2b9c63cf44b9,9.0,62.71,264.37576271186435,133.03603773584905,89.16151632555906,127.54068965517241
5609ae9eca3aad41e2cb0d7d915343b76360aa36b59d40d97fdf2b9c63cf44b9,12.32,54.32,182.4759523809524,111.24641025641024,70.85289863379182,100.25347826086958
5609ae9eca3aad41e2cb0d7d915343b76360aa36b59d40d97fdf2b9c63cf44b9,66.35,62.71,264.37576271186435,133.03603773584905,89.16151632555906,127.54068965517241
5609ae9eca3aad41e2cb0d7d915343b76360aa36b59d40d97fdf2b9c63cf44b9,151.62,62.71,264.37576271186435,133.03603773584905,89.16151632555906,127.54068965517241
5609ae9eca3aad41e2cb0d7d915343b76360aa36b59d40d97fdf2b9c63cf44b9,30.26,62.71,264.37576271186435,133.03603773584905,89.16151632555906,127.54068965517241
5609ae9eca3aad41e2cb0d7d915343b76360aa36b59d40d97fdf2b9c63cf44b9,23.35,60.379999999999995,170.0074285714286,139.94000000000003,82.34133778244859,127.14176470588237
5609ae9eca3aad41e2cb0d7d915343b76360aa36b59d40d97fdf2b9c63cf44b9,65.32,71.715,191.27374999999998,120.25214285714286,69.917657245584,121.595
5609ae9eca3aad41e2cb0d7d915343b76360aa36b59d40d97fdf2b9c63cf44b9,402.04,60.379999999999995,170.0074285714286,139.94000000000003,82.34133778244859,127.14176470588237
5609ae9eca3aad41e2cb0d7d915343b76360aa36b59d40d97fdf2b9c63cf44b9,289.52,62.71,264.37576271186435,133.03603773584905,89.16151632555906,127.54068965517241
5609ae9eca3aad41e2cb0d7d915343b76360aa36b59d40d97fdf2b9c63cf44b9,910.12,144.685,199.28,139.47333333333333,129.6751361591426,164.01
5609ae9eca3aad41e2cb0d7d915343b76360aa36b59d40d97fdf2b9c63cf44b9,459.09,54.32,182.4759523809524,111.24641025641024,70.85289863379182,100.25347826086958
5609ae9eca3aad41e2cb0d7d915343b76360aa36b59d40d97fdf2b9c63cf44b9,534.26,60.379999999999995,170.0074285714286,139.94000000000003,82.34133778244859,127.14176470588237
5609ae9eca3aad41e2cb0d7d915343b76360aa36b59d40d97fdf2b9c63cf44b9,245.63,60.379999999999995,170.0074285714286,139.94000000000003,82.34133778244859,127.14176470588237
5609ae9eca3aad41e2cb0d7d915343b76360aa36b59d40d97fdf2b9c63cf44b9,13.26,60.379999999999995,170.0074285714286,139.94000000000003,82.34133778244859,127.14176470588237
5609ae9eca3aad41e2cb0d7d915343b76360aa36b59d40d97fdf2b9c63cf44b9,296.03,60.379999999999995,170.0074285714286,139.94000000000003,82.34133778244859,127.14176470588237
5609ae9eca3aad41e2cb0d7d915343b76360aa36b59d40d97fdf2b9c63cf44b9,339.13,62.71,264.37576271186435,133.03603773584905,89.16151632555906,127.54068965517241
5609ae9eca3aad41e2cb0d7d915343b76360aa36b59d40d97fdf2b9c63cf44b9,9.76,54.32,182.4759523809524,111.24641025641024,70.85289863379182,100.25347826086958
5609ae9eca3aad41e2cb0d7d915343b76360aa36b59d40d97fdf2b9c63cf44b9,18.26,62.71,264.37576271186435,133.03603773584905,89.16151632555906,127.54068965517241
